sentence,labels
Qudsia ki company International School ke sath partnership sign kar rahi hai; press release will follow.,B-PER O O B-ORG I-ORG O O O O O O O O O O O
Farah Tania ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
Khalid ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
"PTCL ka CEO Adeel Khalil hai aur woh aaj press conference karenge, media invited.",B-ORG O O B-PER I-PER O O O O O B-EVENT O O O
Hira university me khana kha rha tha.,B-PER O O O O O O
Shanzay ke pass Peshawar travel kar rhi hai; accommodation arranged.,B-PER O O B-LOC O O O O O O
Bilal Bashir ne Sara Fizza ko birthday wish ki via WhatsApp message.,B-PER I-PER O B-PER I-PER O O O O O O O
Kal Ahmed Shahroz subha festival me jaega aur uske baad class hogi.,O B-PER I-PER O B-EVENT O O O O O O O
"Nawal (jo Dr. hai) Pindi Cantt se wapas aaega, phir apna laptop check karega.",B-PER O O O B-LOC I-LOC O O O O O O O O
"Yumna Irfan ki shaadi kal ko hai, invitation sent.",B-PER I-PER O O B-DATE O O O O
Imran Zeeshan ki meeting parso ko City Hospital me scheduled hai - confirm karo.,B-PER I-PER O O B-DATE O B-ORG I-ORG O O O O O O
Sara Fizza apni dost ke sath Islamabad jaegi kyunki shopping zaroori thi.,B-PER I-PER O O O O B-LOC O O O O O
"Bilqis Beenish ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Usman Sarfaraz library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
Aaj Shameem Javeria ne project submit kiya; supervisor ne appreciate kiya.,O B-PER I-PER O O O O O O O O
"Jab Gulzar ghar pohoncha, usne dekha ke Farhan wahan pehle se maujood tha; dono gaye.",O B-PER O O O O O B-PER O O O O O O O
Tabish ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
Sana Ehsan university me khana kha rha tha.,B-PER I-PER O O O O O O
Khadija Bushra aur Rimsha Rameez aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER I-PER O O O O O O O O O
"Belal ne apna iPhone 12 sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Fatima Noor ne motorcycle ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT O O O O O
"Hira Komal ne Sarfaraz ko iPhone 12 gift kiya, dono khush.",B-PER I-PER O B-PER O B-PRODUCT I-PRODUCT O O O O
Aftab se Old Lahore travel kar rhi hai; accommodation arranged.,B-PER O B-LOC I-LOC O O O O O O
Kya tumne Ali ka message dekha? woh Quetta me hain and unreachable.,O O B-PER O O O O B-LOC O O O O
Javeria Sana ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER I-PER O O O B-DATE O O O O O O O O
Beenish Ayesha ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
Irfan Sara apni dost ke sath Quetta jaegi kyunki shopping zaroori thi.,B-PER I-PER O O O O B-LOC O O O O O
Aaj Irfan ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
PK Telecom ka office Gulberg me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC O O O O O
Farah ne apna tablet repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT O O O O O O
Imran se Sialkot se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
Ghazanfar Farah ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER I-PER O O O B-DATE O O O O O O O O
Ali Haroon ne concert attend kiya aur report submit ki.,B-PER I-PER O B-EVENT O O O O O O
Aaj Anam ne project submit kiya; supervisor ne appreciate kiya.a,O B-PER O O O O O O O O
Waseem Rida ne online phone order kiya aur delivery pending hai - tracking shows delay.,B-PER I-PER O O B-PRODUCT O O O O O O O O O O
'Agar tum aa sako to' Bashir ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
Aaj Samir Sana ne project submit kiya; supervisor ne appreciate kiya.,O B-PER I-PER O O O O O O O O
"Javeria Umar ki shaadi 15 Aug ko hai, invitation sent.",B-PER I-PER O O B-DATE I-DATE O O O O
Nadia Danish - Rawalpindi - aj; short note.,B-PER I-PER O B-LOC O O O O
Junaid Sara ke pass Lahore travel kar rhi hai; accommodation arranged.,B-PER I-PER O O B-LOC O O O O O O
"Fizza ne kal Peshawar se call ki aur bola, 'main late aaon ga'.",B-PER O B-DATE B-LOC O O O O O O O O O
Mira ko camera pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT O O O O O O
Kal Zubair Rabiya subha concert me jaega aur uske baad class hogi.,O B-PER I-PER O B-EVENT O O O O O O O
Noman aj Bank of Punjab me kaam krta hai aur meeting rakhni thi.,B-PER O B-ORG I-ORG I-ORG O O O O O O O O
"Mariam ne Shahroz ko car gift kiya, dono khush.",B-PER O B-PER O B-PRODUCT O O O O
Saqib se Gulberg travel kar rhi hai; accommodation arranged.,B-PER O B-LOC O O O O O O
"Phone: motorcycle, bought by Junaid Sara. Delivery expected next week.",O B-PRODUCT O O B-PER I-PER O O O O
Kya tumne Gulzar ka message dekha? woh Peshawar me hain and unreachable.,O O B-PER O O O O B-LOC O O O O
Zoya apni dost ke sath Karachi jaegi kyunki shopping zaroori thi.,B-PER O O O O B-LOC O O O O O
Kya Lubna ko pata hai ke Gujranwala me exam cancel hogaya? ye serious issue hai.,O B-PER O O O O B-LOC O O O O O O O O
"Irfan Sara aur unki team ne final exam organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER I-PER O O O O B-EVENT I-EVENT O O O O O O O O O O
Bank of Punjab ka office Lahore me hai; contact number 0300-1234567.,B-ORG I-ORG I-ORG O O B-LOC O O O O O
Aman ki tabiyat theek nahi hai - doctor bula lo.,B-PER O O O O O O O O O
Khalil Laila ki company PK Telecom ke sath partnership sign kar rahi hai; press release will follow.,B-PER I-PER O O B-ORG I-ORG O O O O O O O O O O O
"Khadija ne Fatima Noor ko iPhone 12 gift kiya, dono khush.",B-PER O B-PER I-PER O B-PRODUCT I-PRODUCT O O O O
Priya aur Waseem aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER O O O O O O O O O
Sadia Noreen aur Anam Ali aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER I-PER O O O O O O O O O
Anam Iqra ne online phone order kiya aur delivery pending hai - tracking shows delay.,B-PER I-PER O O B-PRODUCT O O O O O O O O O O
"Sindh Education Board ka CEO Nadia Haroon hai aur woh aaj press conference karenge, media invited.",B-ORG I-ORG I-ORG O O B-PER I-PER O O O O O O O O O
Fizza Sarfaraz fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
HBL ka office Korangi Industrial Area me hai; contact number 0300-1234567.,B-ORG O O B-LOC I-LOC I-LOC O O O O O
"Fizza ki shaadi 15-Aug ko hai, invitation sent.",B-PER O O B-DATE O O O O
Tania ne tablet kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
Qudsia Rana ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
"Zubair Rabiya ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Adil Sania ne iPhone 12 kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Hira Komal ne apna electric scooter repair karwaya par abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
Rumi Mira ne apna Nikon camera repair karwaya par abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
Mira Owais kal Islamabad Sector G-8 me match dekhne jaega; tickets book karlo.,B-PER I-PER O B-LOC I-LOC I-LOC O O O O O B-PRODUCT O
"Anam Ali (jo Dr. hai) Peshawar se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC O O O O O O O O
Nida ne Junaid ko birthday wish ki via WhatsApp message.,B-PER O B-PER O O O O O O O
Bleal library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
Aftab ne camera ghar bheja; tracking no. ABC123.,B-PER O B-PRODUCT O O O O O
Imran Zeeshan ne conference attend kiya aur report submit ki.,B-PER I-PER O B-EVENT O O O O O O
"Bashir Samir ne apna book sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT O O O O O O O O O
Frahan aj City College me kaam krta hai aur meeting rakhni thi.,B-PER O B-ORG I-ORG O O O O O O O O
"Noman kal 15/08/2023 ko festival attend karega, waqt 10:00 AM.",B-PER O B-DATE O B-EVENT O O O O O
Pervaiz apni dost ke sath Peshawar jaegi kyunki shopping zaroori thi.,B-PER O O O O B-LOC O O O O O
Kal Khadija Bushra subha festival me jaega aur uske baad class hogi.,O B-PER I-PER O B-EVENT O O O O O O O
"Jab Adeel Hira ghar pohoncha, usne dekha ke Rana Shameem wahan pehle se maujood tha; dono gaye.",O B-PER I-PER O O O O O B-PER I-PER O O O O O O O
Hmaza ne seminar attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Bushra Khadija ke pass Gulberg jaegi aur jakr parhai kregi.,B-PER I-PER O O B-LOC O O O O O
Rana se Faisalabad se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
"Mehreen ne kal Pindi Cantt se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC I-LOC O O O O O O O O O
Usman Sarfaraz ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER I-PER O O O O O O O O O O
Hassan se Rawalpindi jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Junaid fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER O O O O O O O O O
Imran Zeeshan se Model Town Lahore travel kar rhi hai; accommodation arranged.,B-PER I-PER O B-LOC I-LOC I-LOC O O O O O O
'Agar tum aa sako to' Laila ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
Fahad - Quetta - aj; short note.,B-PER O B-LOC O O O O
"Adil Sania aur unki team ne festival organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER I-PER O O O O B-EVENT O O O O O O O O O O
"Kal meri class ka test hoga, jo important hoga.h",O O O O O O O O O
"Rashid ki shaadi 3-Jan ko hai, invitation sent.",B-PER O O B-DATE O O O O
Fizza Sarfaraz ne seminar attend kiya aur report submit ki.,B-PER I-PER O B-EVENT O O O O O O
Subha subha Mehreen Lahore pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER B-LOC O O O O O O O O
Muzammil se Sialkot jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
"Umar Dua ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Wadra ne festival attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Tania university me khana kha rha tha.,B-PER O O O O O O
"Anam Iqra kal kal ko blood drive attend karega, waqt 10:00h AM.",B-PER I-PER B-DATE O O B-EVENT I-EVENT O O O O O
Subha subha Ehsan Khadija Faisalabad pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER I-PER B-LOC O O O O O O O O
"Noreen ne Iqra Ehsan ko iPhone 12 gift kiya, dono khush.",B-PER O B-PER I-PER O B-PRODUCT I-PRODUCT O O O O
Javeria Sana aj PK Telecom me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG O O O O O O O O
Rabiya Nawal ne motorcycle ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT O O O O O
Aman Umair library me assignment likh rhi thi jab bijli chali gayi.,B-PER I-PER O O O O O O O O O O
Tania Irfan ki meeting 2023-08-15 ko Karachi Press me scheduled hai - confirm karo.,B-PER I-PER O O B-DATE O B-ORG I-ORG O O O O O O
"Fahad ne Rameez ko tablet gift kiya, dono khush.",B-PER O B-PER O B-PRODUCT O O O O
"Beenish Arsalan ne kal Gulberg se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC O O O O O O O O O
Rabia Mariam ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER I-PER O O O O O O O O O O O O
Kya Veena Shanzay ko pata hai ke Quetta me exam cancel hogaya? ye seriousa issue hai.,O B-PER I-PER O O O O B-LOC O O O O O O O O
Khalid kal Lahore me match dekhne jaega; tickets book karlo.,B-PER O B-LOC O O O O O B-PRODUCT O
"Waseem Rida ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER I-PER O O O O O O O O O
Ayesha university me khana kha rhah tha.,B-PER O O O O O O
"PK Telecom ka CEO Fatima Noor hai aurh woh aaj press conference karenge, media invited.",B-ORG I-ORG O O B-PER I-PER O O O O O O O O O
Ghazanfar Farah ne Lubna ko birthday wish ki via WhatsApp mesage.,B-PER I-PER O B-PER O O O O O O O
Sufyan ne apna second-hand laptop repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
Bilqis ko iPhone 12 pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT I-PRODUCT O O O O O O
"Farah Tania ne kal Model Town Lahore se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC I-LOC I-LOC O O O O O O O O O
"Phone: book, bought by Sajida Zubair. Delivery expected next week.",O B-PRODUCT O O B-PER I-PER O O O O
Rana se Model Town Lahore se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC I-LOC I-LOC O O O O O O O O O O
"Sarfaraz Imran ne kal Old Lahore se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC I-LOC O O O O O O O O O
Rumi ne apna iPhone 12 repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
Maaz ki tabiyat theek nahi hai - doctor bula lo.,B-PER O O O O O O O O O
"Tabish Beenish school ki meeting me shamil tha, principal ne bola.",B-PER I-PER O O O O O O O O O
Kal Ahmed Sadia subha final exam me jaega aur uske baad class hogi.,O B-PER I-PER O B-EVENT I-EVENT O O O O O O O
Hassan university me khana kha rha tha.,B-PER O O O O O O
"Saima aur unki team ne conference organize kiya, jisme staff shamil thay aur mediaa cover karegi.",B-PER O O O O B-EVENT O O O O O O O O O O
"Waseem Rameez ne kal Pindi Cantt se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC I-LOC O O O O O O O O O
Anam Ali kal Lahore me match dekhne jaega; tickets book karlo.,B-PER I-PER O B-LOC O O O O O O O
Metro Hospital ka office Old Lahore me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC I-LOC O O O O O
"Pervaiz ki shaadi 15/08/2023 ko hai, invitation sent.",B-PER O O B-DATE O O O O
Rameez ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O B-DATE O O O O O O O O
Aaj Erum ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
"Adeel Danish (jo Dr. hai) Peshawar se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC O O O O O O O O
Usman ne camera ghar bheja; tracking no. ABC123.,B-PER O B-PRODUCT O O O O O
"Gulzar Laila (jo Dr. hai) Model Town Lahore se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC I-LOC I-LOC O O O O O O O O
Laiba ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
Fahad Danish se Quetta travel kar rhi hai; accommodation arranged.,B-PER I-PER O B-LOC O O O O O O
"Javeria kal 15-Aug ko conference attend karega, waqt 10:00 AM.",B-PER O B-DATE O B-EVENT O O O O O
"Rumi ne kal North Karachi se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC I-LOC O O O O O O O O O
Qudsia ne conference attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
kal ham Rawalpindi chalenge,O O B-LOC O
Bilal ne apna camera sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Kya tumne Hamza ka message dekha? woh Rawalpindi me hain.,O O B-PER O O O O B-LOC O O
Mobilink ka office North Karachi me hai.,B-ORG O O B-LOC I-LOC O O
"Meeting: Karachi Press, 3-Jan.",O B-ORG I-ORG O
Khadija apni dost ke sath Sialkot jaegi.,B-PER O O O O B-LOC O
Prof. Subhan ne Hamza ko USB phone gift kiya.,O O O B-PER O B-PRODUCT I-PRODUCT O O
Ayesha ki tabiyat theek nahi hai.,B-PER O O O O O
Kya tumne Noor Jahan ka message dekha? woh Gujranwala me hain.,O O B-PER I-PER O O O O B-LOC O O
Subhan ne apna USB phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O
Imran se North Karachi travel kar rhi hai.,B-PER O B-LOC I-LOC O O O O
Sajid ne apna camera repair karwaya.,B-PER O O B-PRODUCT O O
Zain ne online second-hand laptop order kiya aur delivery pending hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
"Farah aur unki team ne wedding organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Sana university me khana kha rha tha.,B-PER O O O O O O
Priya school ki meeting me shamil tha.,B-PER O O O O O O
Ayesha kal 25-December ko meeting attend karega.,B-PER O B-DATE O B-EVENT O O
Aaj Ali ne project submit kiya.,O B-PER O O O O
Bilal aj City Hospital me kaam krta hai.,B-PER O B-ORG I-ORG O O O O
Sara aur Prof. Subhan aj shopping mall gaye.,B-PER O O O O O O O
Mere walid ki age bari hai.,O O O O O O
Noor - Karachi - aj,B-PER O B-LOC O O
Fatima ne book ghar bheja.,B-PER O B-PRODUCT O O
Ahmed ki meeting sham ko City Hospital me scheduled hai.,B-PER O B-EVENT B-DATE O B-ORG I-ORG O O O
Kal meri class ka test hoga.,O O O O O O
Zain aj Bank of Punjab me kaam krta hai.,B-PER O B-ORG I-ORG I-ORG O O O O
Ahmed se Quetta jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Fatima se Rawalpindi se wapas aa rha tha.,B-PER O B-LOC O O O O O
"Meeting: Hospital, 3-Jan.",O B-ORG O
"Meeting: PTCL, 3-Jan.",O B-ORG B-DATE
Noor ne kal North Karachi se call ki.,B-PER O O B-LOC I-LOC O O O
Dr. Ahmed ne apni behn ke liye laptop kharida.,O O O O O O O B-PRODUCT O
Khadija aur Mariam aj shopping mall gaye.,B-PER O B-PER O O O O
Dr. Ahmed ne online second-hand laptop order kiyaa aur delivery pending hai.,O O O O B-PRODUCT I-PRODUCT O O O O O O
Kal Noor Jahan subha annual function me jaega.,O B-PER I-PER O B-EVENT I-EVENT O O
Bilal ki company Sindh Education Board ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG I-ORG O O O O O O O
Mariam ne apna car sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Zain ne apni behn ke liye USB phone kharida.,B-PER O O O O O B-PRODUCT I-PRODUCT O
Subhan ne ARYNews me job start ki.,O O B-ORG O O O O
Ahmed (jo Dr. hai) Faisalabad se wapas aaega.,B-PER O O O B-LOC O O O
Hamza ne kal North Karachi se call ki.,B-PER O O B-LOC I-LOC O O O
Dr. Ahmed aur Ahmed aj shopping mall gaye.,O B-PER O O O O O O
Subhan ne kal Multan se call ki.,B-PER O O B-LOC O O O
Khadija - Pindi Cantt - aj,B-PER O B-LOC I-LOC O O
Khadija ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O O O O O O
Sajid - Rawalpindi - aj,B-PER O B-LOC O O
Aaj Dr. Ahmed ne project submit kiya.,O O O O O O O
Hamza ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O O O O O O
Noor school ki meeting me shamil tha.,B-PER O O O O O O
Karachi Press (North Branch) ne notice issue ki.,B-ORG I-ORG O O O O O O
Aaj Sajid ne project submit kiya.,O B-PER O O O O
Usman ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O O O O O O
Aaj Zain ne project submit kiya.,O B-PER O O O O
Aaj Ayesha ne project submit kiya.,O B-PER O O O O
Priya aur Maryam Khan aj shopping mall gaye.,B-PER O B-PER I-PER O O O O
Kya Priya Sharma ko pata hai ke North Karachi me exam cancel hogaya?,O B-PER I-PER O O O O B-LOC I-LOC O O O O
Ahmed kal sham ko final exam attend karega.,B-PER O B-DATE O B-EVENT I-EVENT O O
Khadija ne apna phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Dr. Ahmed se Peshawar jaegi aur jakr parhai kregi.,O O O B-LOC O O O O O
Bilal Khan ki tabiyat theek nahi hai.,B-PER I-PER O O O O O
Fatima se Islamabad jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Fatima ki shaadi 3-Jan ko hai.,B-PER O O B-DATE O O
Aaj Ali Khan ne project submit kiya.,O B-PER I-PER O O O O
